dF1,dP,dR
0.008019834161016481,-0.004371920281908359,0.011152416356877248
0.027293222075830625,-0.016503636819663936,0.03892617449664426
-0.019080605187021038,-0.016998390597546043,-0.01882057716436636
0.07433489827856021,0.030088878083042947,0.08344733242134061
0.02290824493922594,0.029491109105032165,0.01869158878504673
-0.021807871756613695,0.04039433411630722,-0.045883940620782715
0.08365452105062254,0.0672291378515445,0.08753709198813064
0.06343488684872223,-0.004057857189606606,0.0976027397260274
0.07311210362776122,0.013559851945982526,0.08859060402684571
0.041821503778025515,0.050647552085711256,0.03495630461922594
-0.021598898311227188,-0.019844254913386594,-0.019230769230769218
0.030611411132142052,-0.0458899478876863,0.055882352941176494
0.09740807715491262,0.027623649210307577,0.11773049645390077
0.04123172425059207,0.06203804036613192,0.029239766081871288
0.04600648750424119,-0.024612934619127613,0.06283422459893045
-0.016926655980261662,-0.04723415616883908,-0.0028901734104045396
0.043540484109580446,-0.009690478708137551,0.05882352941176461
0.055831114175211916,0.03267213037391259,0.0603932584269663
0.029611136677404337,0.05182445759368837,0.018633540372670843
0.01658108360025079,0.01185650867179533,0.01620370370370372
0.07148111114942124,0.05465715874980581,0.07230559345156884
0.04726140318739713,0.0177616501145913,0.05276381909547745
0.05981628379720916,0.04278346873896155,0.06442166910688141
0.043818713256053465,0.03303274697826042,0.04699738903394257
0.0770491803278689,0.06128932545679355,0.07403189066059218
0.023006176178199222,0.007884910184348115,0.027363184079602032
0.06163213859994909,-0.0077409897025171315,0.08432147562582348
0.0504393663317787,0.012185210589720441,0.05965909090909083
0.05570626683992386,0.009438943894389484,0.06539833531510103
-0.022786685256186878,-0.04012531744713166,-0.014608233731739806
0.029031672059556146,0.04566883078902728,0.020280811232449292
0.0534736647740387,-0.009210526315789447,0.060115606936416155
0.036966182715170715,0.03031983031983032,0.03846153846153855
0.03765620978581019,-0.01757629107981218,0.05616438356164377
0.01684031961137733,0.013306766005371284,0.015625
0.09524080656575096,0.03722611098975204,0.10211267605633806
0.015652293831019515,-0.007400458619970851,0.02571428571428569
0.06005902337780433,-0.013002295094721283,0.07544910179640713
0.07389743157300221,0.05168556694390891,0.07824933687002655
0.08434199196043901,0.05971300792453815,0.0886243386243386
0.06606325088576093,0.009608758146769869,0.07013815090329434
0.07499285039561143,0.04595469255663431,0.07710011507479858
0.03538793123513284,0.017604445041021433,0.03926380368098159
0.13044571332296118,0.05974108430363945,0.1375
0.04378278584160944,0.0030685230685230103,0.04969696969696974
0.029987593052109296,0.029245490321420653,0.02774108322324964
0.10934463505018366,0.02824535599498823,0.13219895287958117
0.04022623215728527,0.04077325065141124,0.037190082644628086
0.02482375425891792,-0.005681707054704832,0.03128760529482549
0.05074712130679282,0.01641910282492165,0.05649038461538464
0.0871504339440693,0.027944408532643794,0.10620915032679734
0.06464458438728315,0.0228778392545137,0.08104886769964248
0.0681301980694079,0.03436123348017628,0.07894736842105265
0.04856845993996772,0.017463884686468423,0.05207226354941552
0.04562830838937937,0.004226906316045498,0.05688622754491013
0.04745739811859262,-0.03721181348346092,0.07270560190703212
0.008711430384216068,0.012427270708416538,0.006640106241699972
0.045994022016475955,0.046664870409499404,0.04131227217496958
0.057154060749658786,0.002330348473405963,0.07657657657657657
0.03835227944130637,0.030398024544336044,0.0376670716889429
0.05199360835074651,0.031410958584846216,0.05863192182410426
0.04207677997632331,-0.0029179963092009764,0.05247813411078717
0.0024862316029192755,-0.0011428571428571122,0.003667481662591676
0.029682919075484815,0.004340170305256352,0.03385049365303244
0.01226122442376354,-0.026405228758169974,0.028358208955223785
0.02912641050224951,0.07329798376538355,0.010869565217391353
0.0596216054386004,0.015983940592266155,0.07182320441988954
0.026169352676525204,-0.020093914226469334,0.04475308641975306
0.030745764558478994,-0.0047369915586036315,0.04109589041095896
0.09442203347681177,-0.010187643830766535,0.11703360370799537
0.044670446282526255,0.043627756970453624,0.04111405835543769
0.05593974364621401,-0.018958887902987276,0.0782493368700265
0.0021192447566888983,-0.006646162548166967,0.006230529595015577
0.06000392320451309,0.016445975879891717,0.06723716381418093
-0.0004442485801815499,-0.04157509157509154,0.015243902439024404
0.06441966408328492,0.001408802976861967,0.07207207207207206
0.03254078636554303,0.08497899159663869,0.004842615012106477
0.08807402554864074,0.0376201080456926,0.10542168674698793
0.06257882148293104,0.02223942208462326,0.07213930348258707
0.04101491233631305,0.03706715824477691,0.04022191400832176
0.00035210355987058684,-0.016361089890501668,0.006459948320413411
0.12761904761904752,0.0354976119788305,0.14784946236559143
0.05438626645208011,0.01794236132630922,0.06951026856240128
0.09572827263050787,0.03658574540927473,0.10989010989010989
0.012208586636800911,0.06103372274346841,-0.006242197253433224
0.029436646165937774,-0.004552445945229189,0.04031209362808841
0.028876630767883826,0.029738938477780974,0.026246719160105014
0.04364895953289316,-0.04648233486943165,0.07641633728590247
0.025121115443695996,0.023765202992062973,0.023880597014925398
0.07763503246304737,0.03609625668449201,0.08571428571428574
-0.02483736261994751,-0.022744706543002757,-0.023359288097886566
0.02647462967892311,0.011403155776765872,0.02713987473903967
0.014579777460663967,-0.02634657367875959,0.025369978858350906
0.013453007629975477,0.00985082304526752,0.014705882352941124
0.08962955130238637,0.0329813239464164,0.10433604336043356
0.034248768020488485,0.009720144687100474,0.03994490358126723
0.06314842010516841,-0.007846645213966608,0.0789115646258503
0.08023780135219283,-0.017534672633215953,0.10484927916120584
0.019228152799581566,0.05059198779621066,0.005291005291005235
0.015335967980457221,0.038423886441507626,0.006265664160401085
0.05122600735373983,0.018492366200002164,0.06047197640117985
0.013497230175360087,-0.013202614379084987,0.022309711286089273
0.020003404834865623,0.008498011434252994,0.02027027027027023
0.04498986461122645,0.0023746075301442904,0.057179161372299836
-0.001427533419514404,0.013456244566792286,-0.005959475566150174
0.08048102104213106,0.03201515054246651,0.09715242881072028
0.07361390700723403,0.07460317460317456,0.06728538283062646
0.028531930904448055,-0.013968957871396959,0.03942181340341655
0.03534506231938783,0.05168030594975559,0.025675675675675635
0.04379454298037211,0.039486038456379546,0.04552590266875978
-0.0066582168630675564,0.02105494587742196,-0.013937282229965153
0.07065049909559862,0.05696866745524232,0.0693928128872367
0.07437808142747537,-0.010524659360189537,0.09408926417370322
0.034360121608443706,0.019021369266367216,0.04022988505747127
0.025710950107012853,0.006075860295809088,0.028801843317972364
0.06196113468840747,0.02698966972210093,0.07472826086956519
0.021386029157741793,-0.018130140299951636,0.03622047244094484
0.07521231797604744,-0.021869948326932676,0.10854816824966079
0.04249561907063859,0.025184932840179086,0.04321728691476584
0.036294138943469334,0.01884612554271836,0.04033214709371302
0.0447390522328075,0.0026401668506932374,0.05785123966942152
-0.04262602206874644,-0.00848572277143711,-0.05037783375314858
-0.009810831560796984,0.025870321324866774,-0.020454545454545503
0.08511586895506817,0.026781697834329377,0.09090909090909088
0.03208956508269789,-0.003911205073995672,0.0390625
0.028277178604866005,-0.032006077521428145,0.049707602339181256
0.02295339329517576,-0.003935870585686452,0.028894472361808976
0.066636042206075,0.019523309580717907,0.08275862068965523
0.041202375522075174,0.030095170598359866,0.041031652989449
-0.02015719155490625,-0.022577419682061173,-0.01749999999999996
0.03937070789962427,0.0322174911863391,0.03923900118906065
0.0042072213500784494,0.004691770422107444,0.0036144578313253017
0.013715708385592218,0.028843450718743502,0.007471980074719831
0.06227639104485039,-0.005169212591779937,0.08430913348946134
0.07422353750037369,0.0013756613756613634,0.09502923976608185
0.03414432369420517,-0.005288615154085963,0.04274611398963729
0.02759061953184838,0.009199195586036213,0.0331890331890331
0.08115365666790919,0.056862745098039125,0.08207343412526996
0.005541557350789206,-0.0256625926943147,0.020366598778004064
0.05248475004658004,0.031288574828700066,0.055367231638418
0.058881803227414875,0.0191893876104402,0.07209612817089461
0.034759624209454665,0.040514056224899675,0.030344827586206824
0.005045672344849872,0.0054173157621433266,0.004437869822485174
0.012418263077151104,-0.03629032258064513,0.03539823008849552
0.03674681941684965,0.007595345830639921,0.041666666666666685
0.03850809423063217,-0.00041057999827120994,0.047670639219934974
0.05057939308100534,-0.015015977692292126,0.06942590120160208
0.08427028862478769,0.022825777553398874,0.09475032010243278
0.049224768132007046,0.025989826637599966,0.05832147937411103
0.027450963176286702,0.003401107221767119,0.029966703662597127
0.021355047893817924,-0.04402335151689163,0.03437164339419979
0.013868913088144641,-0.0004165987429586293,0.01799485861182515
0.124490487743116,0.050527153371792255,0.15826086956521734
0.06573110107830848,-0.022690698422915934,0.08921438082556593
0.1069477709453146,0.0987261146496815,0.10306406685236769
0.07092173791464229,-0.006314678649237515,0.08272506082725056
0.07824968904168927,0.04236512973679296,0.08731241473397
0.03816780219428717,-0.01589165310392937,0.04670658682634732
0.03488242033633915,-0.011868421983099009,0.04607046070460702
0.07650549705383225,0.009775748806054252,0.08677685950413216
0.06862390046435995,0.003471234755842545,0.08564535585042216
0.025052719238156773,-0.03128906418380095,0.0392902408111534
0.03991879203146809,-0.00717878569197461,0.05792682926829262
0.08311015400678667,0.021688395300176966,0.10078534031413616
0.0609811987077874,-0.023864007845701196,0.09319526627218933
0.07399125149211527,0.06030547536210429,0.06959314775160597
0.06046443083012287,0.008239372793591104,0.0722543352601156
0.10655152397083267,0.05362735698306176,0.11148648648648651
0.05057731991660641,0.04215170950474989,0.04928664072632949
0.009466134089249567,-0.014947897951850475,0.019718309859154903
0.07823615088551295,-0.01138079356877797,0.1001472754050074
0.06574469213030454,0.059306153674239415,0.06434316353887404
0.025953098361370497,0.007874240121580445,0.030955585464333746
0.03336422613531054,0.04100227790432809,0.028124999999999956
0.024088667446235168,-0.012298439130581151,0.03328894806924099
0.10116153936944994,0.06265133171912829,0.10554089709762532
0.04524654252915117,0.04571279200652967,0.04095112285336855
