dF1,dP,dR
-0.009689922480620283,-0.02421006890558075,-0.004477611940298609
-0.015711976408362638,-0.042668096272678535,-0.007683863885839692
0.007352941176470451,-0.08127866972477071,0.03931623931623929
-0.018315814908783423,-0.0931757630964809,0.008083140877598094
0.010978005793911505,-0.03506902046813887,0.023661270236612686
0.07174453827702354,-0.07389674992998418,0.1272727272727272
-0.016927866416669657,-0.07252620410637878,0.0
0.027656614865588014,-0.09809621523027812,0.0748299319727892
-1.4542778674631052e-06,-0.07153315792721582,0.022666666666666613
0.004464900792599313,-0.05584484239740961,0.019736842105263108
0.03370928906348991,-0.03771852550343069,0.048531289910600184
0.01542091277101254,-0.07639884214372028,0.03883495145631066
-0.003230400755318219,-0.06605336748294688,0.01653944020356235
0.02865754695107825,-0.08320839580209893,0.06995884773662553
0.02329682448018111,-0.03892447825434164,0.0410183875530411
-0.07242001931573772,-0.056228140973903606,-0.07500000000000007
0.03450523542056716,-0.01698423900258761,0.04114285714285709
0.032387347060578886,-0.06313793499723142,0.06536856745479835
0.03674603174603175,-0.031754149425821776,0.05449936628643848
0.0034762622997918102,-0.04924347009774144,0.018387553041018412
-0.023798016570424463,-0.05739790902400521,-0.00990099009900991
-0.04590969846627846,-0.05626581073361803,-0.03726708074534163
-0.044085652909182316,-0.05208936141578635,-0.038181818181818206
-0.034682355737802206,-0.09766005345968509,-0.00776397515527949
0.030068027210884418,-0.07866265127432936,0.06851119894598157
0.026524579765302758,-0.07029521341982337,0.0566860465116279
-0.0031297052422563088,-0.034009639303482664,0.005148005148005175
-0.00739813922216026,-0.056388995884606885,0.005580357142857151
-0.008773950297485178,-0.04923720281886468,0.002844950213371278
-0.031626211019482375,-0.07434784531503702,-0.014534883720930258
0.0402236946800415,-0.052867332786096344,0.06321839080459768
0.03870223978919618,-0.019257411115852996,0.053701015965166854
-0.03173155453109511,-0.09966535151112665,0.0
-0.046768911254892465,-0.10018239245518035,-0.022336769759450203
0.023062697991541703,-0.042763968309539546,0.040166204986149645
-0.06093485881034155,-0.06564521238006682,-0.052570093457943945
-0.013279746292621297,-0.0649035253929705,0.008143322475570036
0.018543888143492726,-0.0726322836020723,0.036726128016789095
-0.013218306669851354,-0.07765514702826581,0.011940298507462699
0.023159401712335326,-0.09870129870129873,0.06431273644388391
-0.011791980059090656,-0.05632568272787142,0.002430133657351119
0.028875200440943494,-0.061852498709959125,0.04668838219326821
-0.021785301558547077,-0.0949973808276584,0.0
0.03561423150770293,-0.046489361702127585,0.06072874493927127
0.06751608941013987,-0.06042544445586273,0.09722222222222227
0.018577831640504527,-0.07237948943018069,0.04641350210970463
-0.022987897548055636,-0.026340326340326348,-0.019255455712451908
0.031155644978613894,-0.04350064350064353,0.046855733662145516
-0.015794437364417213,-0.05841996194176069,-0.002469135802469158
-0.047226032504920634,-0.10789120452137058,-0.026115342763873783
-0.050498996014025854,-0.06274196596777248,-0.04196816208393628
0.0434279840678401,-0.07708973337884473,0.07334109429569263
0.04312342922721113,-0.06954494780581744,0.07203389830508478
0.027004171834479673,-0.08839547549224969,0.06362545018007204
-0.023339189856609655,-0.09090909090909094,-0.0013831258644536604
0.017512066721528607,-0.04638479809976248,0.03234152652005179
0.022294044849363703,-0.08518189884649519,0.052713178294573615
-0.03069182813249327,-0.09246850447696864,0.0015673981191222097
0.05164860958404893,-0.06582025195163888,0.08529048207663786
-0.011954475613035531,-0.07646556058320764,0.007033997655334134
-0.015740501615034375,-0.11255411255411252,0.03109656301145658
0.039033209396307944,-0.029531388152077898,0.05857142857142861
-0.0036126847974251586,-0.09733108685566383,0.029027576197387495
0.007738095238095211,-0.05797859547859552,0.027210884353741527
0.04289415664880347,-0.05691470622773709,0.0678670360110803
